self.nb_activeCS_Cparking,self.nb_activeCS_Cparking_fast,self.nb_solar,self.nb_electrical,self.nb_wind,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.metric
30,4,900,200.0,0.0,0.5376462599954585,151235496.538526,57452633.33333315,37198075.844408885,0.9506533133808716,0.6495971553079933,65.52734672391352,0.9134746965718048,1.9707986808136575
30,6,200,200.0,0.0,0.4902669164782673,89926041.97405307,55236316.66666667,8689073.893308103,0.9992811495535386,0.1584585456437935,24.555271747278944,0.4092545291213157,1.026288282114618
30,6,300,200.0,0.0,0.5428311904858754,99758649.66149896,55939583.33333328,13039557.7492277,0.9997370964434776,0.2354434202030458,33.21176003011063,0.5535293338351772,1.2847152604834893
30,6,400,200.0,0.0,0.4988782161809866,111533658.5203258,58131333.33333321,17389281.203999303,0.9999213451749392,0.3001901840409463,39.45967879926214,0.6576613133210357,1.3966916767347797
30,6,500,200.0,0.0,0.4875826736950722,116327722.733843,55031350.0,21704870.489918757,0.9984616634820276,0.3967665078364241,47.3233416660028,0.7887223611000468,1.5937182410642583
30,6,600,200.0,0.0,0.5146856579923648,126660688.3204159,56113199.999999955,26058247.496542625,0.99893712622815,0.4675153213806893,52.14565161973852,0.8690941936623087,1.7577921087592252
30,6,700,200.0,0.0,0.4970142359541758,136609463.6098212,57204766.66666661,30217929.889289737,0.9929122510694816,0.5321297617792708,56.40793777776147,0.9370302303324672,1.85974827571006
30,6,800,200.0,0.0,0.4821341428509065,144328862.6955454,57385166.66666651,33870344.08437257,0.9738090844892068,0.5919628883073964,60.98286580237679,0.96628855628638,1.9219930097832032
30,6,900,200.0,0.0,0.5046037612822201,146565117.99421728,55942149.99999998,35881488.57697302,0.9170059265273632,0.6428654001319807,67.64050334578778,0.8820839927338933,1.9009800741216976
30,8,200,200.0,0.0,0.5331349382196553,93268430.806203,57790149.99999984,8692530.456908086,0.9996786693456484,0.1529420399967382,23.824818543540697,0.3970803090590116,1.0525688792760577
30,8,300,200.0,0.0,0.5711873900131396,99811102.3122439,55985966.66666658,13035592.896817476,0.9994331129715948,0.2373390332564641,33.35087441526797,0.5558479069211327,1.3169065235394437
30,8,400,200.0,0.0,0.6463042763798187,108380074.48446718,55718483.33333336,17388108.956142075,0.9998539383833344,0.3149023844722612,40.70600380119852,0.678433396686642,1.5766595806442698
