int(self),current_date,self.nb_electrical,self.nb_gasoline,self.nb_activeCS_Cparking,self.nb_activeCS_Jparking,self.nb_solar,self.nb_wind,self.policy_prohibit_parking,self.policy_force_moving,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption / 1000,self.monthly_renew_charge / 1000,self.self_consumption,self.self_sufficiency
1336,date ('2024-01-01 23:55:00'),50,30,24,10,180,2,true,false,0.9559860662685694,60203551.57191808,33815.83333333378,7834.32889470453,0.9954863627175521,0.23167635165098477
1337,date ('2024-01-01 23:55:00'),50,30,24,10,180,2,true,false,0.9080174107224973,57616595.861767866,31817.500000000236,7845.4892769317275,0.9969044814178534,0.24657780394222265
1338,date ('2024-01-01 23:55:00'),50,30,24,10,180,2,true,false,0.9890922519614269,51960646.85907075,27492.66666666665,7841.723210868919,0.9964259378875768,0.28522963253966843
1339,date ('2024-01-01 23:55:00'),50,30,24,10,180,2,true,false,0.9842654819826869,50908749.571916275,26698.833333333223,7834.32889470453,0.9954863627175521,0.29343337953735416
1340,date ('2024-01-01 23:55:00'),50,30,24,10,180,4,true,false,1.0,65067417.08882806,37491.66666666734,7865.186475756907,0.9938434296976356,0.20978492489237877
1341,date ('2024-01-01 23:55:00'),50,30,24,10,180,4,true,false,0.8897355209196637,51343098.42215938,26982.999999999916,7865.186475756907,0.9938434296976356,0.29148673148860144
1342,date ('2024-01-01 23:55:00'),50,30,24,10,180,4,true,false,0.9774175043925525,54175594.75549321,29151.833333333358,7865.186475756907,0.9938434296976356,0.2698007492641481
1343,date ('2024-01-01 23:55:00'),50,30,24,10,180,4,true,false,1.0,64487431.74626068,37071.83333333405,7849.723806535754,0.9918895698294177,0.21174360965519018
1344,date ('2024-01-01 23:55:00'),50,30,24,10,180,4,true,false,1.0,57118230.42216069,31405.000000000215,7865.186475756907,0.9938434296976356,0.2504437661441444
1345,date ('2024-01-01 23:55:00'),50,30,24,10,180,4,true,false,0.8994015144406152,55135722.422160275,29887.000000000113,7865.186475756907,0.9938434296976356,0.26316413409699463
1346,date ('2024-01-01 23:55:00'),50,30,24,10,180,4,true,false,0.8621280395413442,57527661.422160774,31718.50000000027,7865.186475756907,0.9938434296976356,0.24796842460257712
1347,date ('2024-01-01 23:55:00'),50,30,24,10,180,4,true,false,0.973574651117502,50279741.51296356,26607.16666666655,7585.772822334582,0.9585367749250457,0.28510261604960874
1348,date ('2024-01-01 23:55:00'),50,30,24,10,180,4,true,false,0.9576187695748569,66183176.42216157,38346.00000000085,7865.186475756907,0.9938434296976356,0.20511100181913977
1349,date ('2024-01-01 23:55:00'),50,30,24,10,180,4,true,false,0.9749802224847411,47757688.74193726,24240.333333333034,7863.4846633828,0.9936283890178248,0.3243967215817809
1350,date ('2024-01-01 23:55:00'),50,30,24,10,180,6,true,false,0.974584686244482,58633499.31588716,32534.3333333337,7884.883674582094,0.9908162723726497,0.24235577824191895
1351,date ('2024-01-01 23:55:00'),50,30,24,10,180,6,true,false,0.9403706293711759,54644539.98255305,29480.00000000014,7884.883674582086,0.9908162723726487,0.26746552491798
1352,date ('2024-01-01 23:55:00'),50,30,24,10,180,6,true,false,1.0,58360545.31588659,32325.33333333359,7884.883674582091,0.9908162723726494,0.24392273370469073
1353,date ('2024-01-01 23:55:00'),50,30,24,10,180,6,true,false,1.0,54488908.31588623,29360.833333333416,7884.883674582091,0.9908162723726494,0.26855108589953974
1354,date ('2024-01-01 23:55:00'),50,30,24,10,180,6,true,false,0.925440106633106,48397213.47212063,24704.16666666643,7879.960210893698,0.990197588807967,0.31897292133825356
1355,date ('2024-01-01 23:55:00'),50,30,24,10,180,6,true,false,0.9854229539495023,52717101.64921915,28004.166666666642,7884.883674582086,0.9908162723726487,0.28156108940629404
1356,date ('2024-01-01 23:55:00'),50,30,24,10,180,6,true,false,0.9899113662604065,54367002.58726835,29298.50000000015,7865.1187183669745,0.9883326034881228,0.2684478290140087
1357,date ('2024-01-01 23:55:00'),50,30,24,10,180,6,true,false,0.8799223091161446,60410094.64922057,33894.666666667115,7884.883674582086,0.9908162723726487,0.23262903725016662
1358,date ('2024-01-01 23:55:00'),50,30,24,10,180,6,true,false,0.9642617980096342,60853046.3158872,34233.83333333378,7884.883674582086,0.9908162723726487,0.23032429929208384
1359,date ('2024-01-01 23:55:00'),50,30,24,10,180,6,true,false,1.0,56957465.98255356,31251.00000000026,7884.883674582086,0.9908162723726487,0.2523082037241055
1360,date ('2024-01-01 23:55:00'),50,30,24,10,210,0,true,false,0.8569849018774968,56161983.35272586,28700.833333333372,9122.08964668554,0.9991236548115775,0.31783361621389133
1361,date ('2024-01-01 23:55:00'),50,30,24,10,210,0,true,false,1.0,58333277.62938148,30350.83333333348,9130.090757790984,0.9999999999999994,0.30081845389608
1362,date ('2024-01-01 23:55:00'),50,30,24,10,210,0,true,false,0.839673507232803,55802833.35272578,28425.833333333336,9122.08964668554,0.9991236548115776,0.320908433526506
1363,date ('2024-01-01 23:55:00'),50,30,24,10,210,0,true,false,0.9896114699549828,59489740.629381895,31236.333333333583,9130.090757790984,0.9999999999999994,0.2922907327297563
1364,date ('2024-01-01 23:55:00'),50,30,24,10,210,0,true,false,0.9603432489438846,55541851.01939225,28225.999999999956,9122.08964668554,0.9991236548115776,0.3231803885313383
1365,date ('2024-01-01 23:55:00'),50,30,24,10,210,0,true,false,1.0,54685355.0140243,27565.999999999935,9124.75631073249,0.9994157290217571,0.33101488466707213
1366,date ('2024-01-01 23:55:00'),50,30,24,10,210,0,true,false,0.9833738619603318,57449768.62938119,29674.333333333416,9130.090757790984,0.9999999999999994,0.30767635637276747
1367,date ('2024-01-01 23:55:00'),50,30,24,10,210,0,true,false,0.9736821154964661,61987396.3527272,33161.33333333372,9122.08964668553,0.9991236548115765,0.27508211310418024
1368,date ('2024-01-01 23:55:00'),50,30,24,10,210,0,true,false,0.9599337737321422,61524923.962715745,32794.66666666706,9130.090757790984,0.9999999999999994,0.27840169411055277
1369,date ('2024-01-01 23:55:00'),50,30,24,10,210,0,true,false,0.9460667845145979,57514415.62938116,29723.833333333467,9130.090757790984,0.9999999999999996,0.3071639736168264
1370,date ('2024-01-01 23:55:00'),50,30,24,10,210,2,true,false,0.9703504876942709,58915884.527068906,30785.33333333357,9137.48455851677,0.9960034804534229,0.29681291605905513
1371,date ('2024-01-01 23:55:00'),50,30,24,10,210,2,true,false,0.9139289502431895,61866969.52310841,33025.66666666706,9149.787956616165,0.9973445746298263,0.2770508177462799
1372,date ('2024-01-01 23:55:00'),50,30,24,10,210,2,true,false,0.9745423283719743,63392159.856441826,34193.50000000047,9149.787956616165,0.9973445746298263,0.26758851701686104
1373,date ('2024-01-01 23:55:00'),50,30,24,10,210,2,true,false,0.9493003027651282,57056753.85644038,29342.500000000022,9149.787956616152,0.9973445746298248,0.31182714344776846
1374,date ('2024-01-01 23:55:00'),50,30,24,10,210,2,true,false,0.9418114283911901,61658662.5231085,32866.16666666706,9149.787956616172,0.9973445746298271,0.2783953495220332
1375,date ('2024-01-01 23:55:00'),50,30,24,10,210,2,true,false,0.9911680210128873,64152291.52706964,34794.833333333874,9137.48455851676,0.996003480453422,0.2626103844493182
1376,date ('2024-01-01 23:55:00'),50,30,24,10,210,2,true,false,1.0,51450353.19373374,25068.999999999814,9137.48455851676,0.996003480453422,0.364493380610189
1377,date ('2024-01-01 23:55:00'),50,30,24,10,210,2,true,false,0.9087433186021152,59376862.85644135,31119.000000000284,9149.787956616157,0.9973445746298254,0.29402577064224666
1378,date ('2024-01-01 23:55:00'),50,30,24,10,210,2,true,false,0.9522257898930928,54908262.90939302,27703.499999999975,9145.904624723991,0.9969212839467514,0.33013534841171693
1379,date ('2024-01-01 23:55:00'),50,30,24,10,210,2,true,false,0.847007550454594,58921165.57606081,30776.166666666893,9145.904624723991,0.9969212839467514,0.29717491212541924
1380,date ('2024-01-01 23:55:00'),50,30,24,10,210,4,true,false,0.9723545377554128,58976160.701410934,30807.33333333353,9152.879470347983,0.9929131318715809,0.297100673119428
1381,date ('2024-01-01 23:55:00'),50,30,24,10,210,4,true,false,0.8747756772161833,61576406.701411225,32798.33333333366,9152.879470347982,0.9929131318715807,0.27906538351586635
1382,date ('2024-01-01 23:55:00'),50,30,24,10,210,4,true,false,0.9279460561320817,62800415.416834205,33709.50000000032,9169.485155441344,0.9947145324959786,0.27201486689037974
1383,date ('2024-01-01 23:55:00'),50,30,24,10,210,4,true,false,0.9314903430105055,57676037.70141046,29811.833333333427,9152.879470347985,0.992913131871581,0.30702169061551476
1384,date ('2024-01-01 23:55:00'),50,30,24,10,210,4,true,false,0.963826552691937,63636037.75016791,34349.33333333377,9169.485155441344,0.9947145324959786,0.26694798022594984
1385,date ('2024-01-01 23:55:00'),50,30,24,10,210,4,true,false,1.0,53190180.93488227,26352.33333333327,9168.61896935855,0.9946205678000554,0.3479243698606791
1386,date ('2024-01-01 23:55:00'),50,30,24,10,210,4,true,false,0.9642573417940199,58282308.41683373,30250.00000000016,9169.485155441344,0.9947145324959786,0.3031234762129354
1387,date ('2024-01-01 23:55:00'),50,30,24,10,210,4,true,false,0.9077495677720805,52258165.750165366,25637.333333333114,9169.485155441344,0.9947145324959784,0.35766142430731573
1388,date ('2024-01-01 23:55:00'),50,30,24,10,210,4,true,false,0.94225393002535,55392348.0834996,28037.166666666653,9169.485155441344,0.9947145324959786,0.3270474960775167
1389,date ('2024-01-01 23:55:00'),50,30,24,10,210,4,true,false,0.9475049825141948,63617502.60155081,34336.50000000042,9168.618969358546,0.994620567800055,0.26702252615608557
1390,date ('2024-01-01 23:55:00'),50,30,24,10,210,6,true,false,0.9709398594006373,73344295.52648969,41761.50000000114,9183.134794120719,0.9914565869102181,0.21989475459742744
1391,date ('2024-01-01 23:55:00'),50,30,24,10,210,6,true,false,0.9464450106333541,67251506.82173899,37084.6666666672,9190.531391770226,0.9922551601234771,0.24782564379986594
1392,date ('2024-01-01 23:55:00'),50,30,24,10,210,6,true,false,0.9068404306970306,50859530.9772246,24535.49999999973,9189.182354266524,0.992109511371823,0.3745259870092977
1393,date ('2024-01-01 23:55:00'),50,30,24,10,210,6,true,false,0.9473361522683944,62041067.64389391,33097.166666667035,9189.182354266524,0.992109511371823,0.2776425682238587
1394,date ('2024-01-01 23:55:00'),50,30,24,10,210,6,true,false,1.0,65050744.643894404,35401.66666666729,9189.18235426652,0.9921095113718226,0.2595692016646963
1395,date ('2024-01-01 23:55:00'),50,30,24,10,210,6,true,false,0.9570474383086399,47866614.31055772,22243.83333333304,9189.182354266524,0.992109511371823,0.41311145505196095
1396,date ('2024-01-01 23:55:00'),50,30,24,10,210,6,true,false,0.9372638559289849,64327655.97722759,34848.000000000546,9189.182354266524,0.992109511371823,0.26369324937633093
1397,date ('2024-01-01 23:55:00'),50,30,24,10,210,6,true,false,0.9705101704434482,57875185.2090857,29940.166666666697,9168.274382179206,0.9898521834430009,0.3062198846202992
1398,date ('2024-01-01 23:55:00'),50,30,24,10,210,6,true,false,0.9151811232049563,67402237.54242095,37235.000000000735,9168.274382179206,0.9898521834430009,0.24622732327592384
1399,date ('2024-01-01 23:55:00'),50,30,24,10,210,6,true,false,0.9073431998174766,54309497.42096666,27179.166666666602,9187.883075142303,0.9919692347805692,0.33804874107529637
1400,date ('2024-01-01 23:55:00'),50,30,27,10,90,0,true,false,1.0,53570514.984021395,34890.166666667195,3912.8960390532798,0.9999999999999999,0.1121489638165449
1401,date ('2024-01-01 23:55:00'),50,30,27,10,90,0,true,false,0.9937543372657874,51019805.072681025,32961.50000000043,3897.341502853341,0.9960248020788963,0.11823920339952035
1402,date ('2024-01-01 23:55:00'),50,30,27,10,90,0,true,false,1.0,47788199.98402109,30462.666666666883,3912.89603905328,1.0,0.1284489004810233
1403,date ('2024-01-01 23:55:00'),50,30,27,10,90,0,true,false,0.8854323278361765,47091605.86545458,29934.66666666686,3909.4669914366605,0.9991236548115779,0.13059998412442547
1404,date ('2024-01-01 23:55:00'),50,30,27,10,90,0,true,false,1.0,48094831.53212132,30702.83333333356,3909.4669914366605,0.9991236548115779,0.12733245003783467
1405,date ('2024-01-01 23:55:00'),50,30,27,10,90,0,true,false,1.0,39674047.89751277,24264.166666666402,3903.6666166486857,0.9976412809559776,0.16088195693163698
1406,date ('2024-01-01 23:55:00'),50,30,27,10,90,0,true,false,0.9718415463727675,49334939.31735418,31647.00000000018,3912.8960390532798,0.9999999999999999,0.12364192621901784
1407,date ('2024-01-01 23:55:00'),50,30,27,10,90,0,true,false,1.0,56577797.65068855,37192.833333334136,3912.8960390532798,0.9999999999999999,0.10520564550661272
1408,date ('2024-01-01 23:55:00'),50,30,27,10,90,0,true,false,1.0,52086028.31735454,33753.500000000415,3912.8960390532798,0.9999999999999999,0.11592563849832553
1409,date ('2024-01-01 23:55:00'),50,30,27,10,90,0,true,false,0.9759018825764347,50319010.317354664,32400.50000000038,3912.8960390532798,0.9999999999999999,0.12076653258601669
1410,date ('2024-01-01 23:55:00'),50,30,27,10,90,2,true,false,1.0,52183851.87774734,33797.500000000415,3932.5932378784587,0.9938434296976367,0.11635751868861335
1411,date ('2024-01-01 23:55:00'),50,30,27,10,90,2,true,false,1.0,48684255.373130284,31130.000000000273,3924.8619032678853,0.9918895698294197,0.12607972705646808
1412,date ('2024-01-01 23:55:00'),50,30,27,10,90,2,true,false,1.0,48886772.968382955,31276.66666666694,3930.216187594883,0.9932427024768202,0.1256596884022652
1413,date ('2024-01-01 23:55:00'),50,30,27,10,90,2,true,false,1.0,47518310.078774795,30231.666666666755,3928.4138988649042,0.9927872287717202,0.12994367601956755
1414,date ('2024-01-01 23:55:00'),50,30,27,10,90,2,true,false,1.0,39729448.70646213,24273.33333333306,3924.861903267881,0.9918895698294188,0.16169439315852482
1415,date ('2024-01-01 23:55:00'),50,30,27,10,90,2,true,false,1.0,51222248.7064637,33073.33333333373,3924.861903267881,0.9918895698294188,0.11867149475714073
1416,date ('2024-01-01 23:55:00'),50,30,27,10,90,2,true,false,0.9664305566974375,47919544.211080514,30532.333333333514,3932.5932378784587,0.9938434296976367,0.1288009401359794
1417,date ('2024-01-01 23:55:00'),50,30,27,10,90,2,true,false,1.0,50645214.373130254,32631.500000000353,3924.861903267885,0.9918895698294196,0.12027831706381387
1418,date ('2024-01-01 23:55:00'),50,30,27,10,90,2,true,false,1.0,53448059.87774737,34765.50000000046,3932.59323787846,0.9938434296976371,0.11311769535540717
1419,date ('2024-01-01 23:55:00'),50,30,27,10,90,2,true,false,1.0,47261102.54441382,30028.166666666813,3932.5932378784587,0.9938434296976367,0.13096348110535463
1420,date ('2024-01-01 23:55:00'),50,30,27,10,90,4,true,false,0.9626978504575758,46155685.60747429,29181.16666666675,3932.966621509797,0.9829927188833452,0.13477756617600803
1421,date ('2024-01-01 23:55:00'),50,30,27,10,90,4,true,false,1.0,47607223.21413889,30281.16666666683,3940.2568150991046,0.9848148058490332,0.1301223581796964
1422,date ('2024-01-01 23:55:00'),50,30,27,10,90,4,true,false,0.9851018384869394,53732641.43814038,34952.50000000055,3952.290436703639,0.9878224495840096,0.11307604425158649
1423,date ('2024-01-01 23:55:00'),50,30,27,10,90,4,true,false,0.9588378087466668,56873103.393640906,37392.666666667195,3929.6473370618414,0.9821631078649351,0.10509139056843016
1424,date ('2024-01-01 23:55:00'),50,30,27,10,90,4,true,false,1.0,50001366.726973824,32131.000000000167,3929.6473370618414,0.9821631078649351,0.12230081034084905
1425,date ('2024-01-01 23:55:00'),50,30,27,10,90,4,true,false,1.0,44749102.77147296,28073.833333333318,3952.290436703639,0.9878224495840096,0.14078200115304199
1426,date ('2024-01-01 23:55:00'),50,30,27,10,90,4,true,false,0.9716714199581534,45335626.518677816,28545.000000000015,3938.2250782547194,0.9843070002363958,0.13796549582255097
1427,date ('2024-01-01 23:55:00'),50,30,27,10,90,4,true,false,1.0,48222566.880805716,30752.333333333583,3940.2568150991046,0.9848148058490332,0.1281287105075736
1428,date ('2024-01-01 23:55:00'),50,30,27,10,90,4,true,false,0.9578529826874514,47515812.936411574,30204.16666666679,3944.7232486143844,0.9859311315256571,0.13060195608600472
1429,date ('2024-01-01 23:55:00'),50,30,27,10,90,4,true,false,0.9924478765449007,55597827.10480708,36380.66666666728,3952.2904367036404,0.9878224495840098,0.10863710863013983
1430,date ('2024-01-01 23:55:00'),50,30,27,10,90,6,true,false,1.0,44042478.721814044,27527.499999999935,3955.6517269303276,0.9778941569506213,0.1436981827964885
1431,date ('2024-01-01 23:55:00'),50,30,27,10,90,6,true,false,1.0,45383305.388480894,28554.166666666704,3955.6517269303276,0.9778941569506213,0.13853150656110863
1432,date ('2024-01-01 23:55:00'),50,30,27,10,90,6,true,false,0.9834539936536673,57474640.331866734,37786.8333333341,3971.9876355288206,0.9819326291594329,0.10511565233556856
1433,date ('2024-01-01 23:55:00'),50,30,27,10,90,6,true,false,0.9798747133176114,53567088.33186646,34794.83333333386,3971.9876355288216,0.981932629159433,0.1141545239627175
1434,date ('2024-01-01 23:55:00'),50,30,27,10,90,6,true,false,1.0,48421714.38848109,30880.66666666686,3955.6517269303276,0.9778941569506213,0.12809476458615862
1435,date ('2024-01-01 23:55:00'),50,30,27,10,90,6,true,false,0.9627748709839055,52664424.66519961,34103.666666667006,3971.9876355288216,0.981932629159433,0.11646805237546642
1436,date ('2024-01-01 23:55:00'),50,30,27,10,90,6,true,false,0.98473962402352,50763323.99853298,32648.000000000357,3971.9876355288216,0.981932629159433,0.12166097878978123
1437,date ('2024-01-01 23:55:00'),50,30,27,10,90,6,true,false,1.0,46530191.05514767,29432.33333333346,3955.6517269303276,0.9778941569506213,0.1343981695956933
1438,date ('2024-01-01 23:55:00'),50,30,27,10,90,6,true,false,1.0,54309331.66519989,35363.16666666727,3971.9876355288216,0.981932629159433,0.11231990825280788
1439,date ('2024-01-01 23:55:00'),50,30,27,10,90,6,true,false,1.0,48256505.38848115,30754.16666666687,3955.6517269303276,0.9778941569506213,0.12862165214242952
1440,date ('2024-01-01 23:55:00'),50,30,27,10,120,0,true,false,1.0,55737818.64536142,34503.33333333375,5217.19471873771,1.0000000000000007,0.15120842581598823
1441,date ('2024-01-01 23:55:00'),50,30,27,10,120,0,true,false,0.9857823374720861,53027433.312028065,32428.00000000029,5217.19471873771,1.0000000000000007,0.16088549151158454
1442,date ('2024-01-01 23:55:00'),50,30,27,10,120,0,true,false,1.0,51169430.64536121,31005.33333333351,5217.194718737711,1.0000000000000007,0.1682676545563456
1443,date ('2024-01-01 23:55:00'),50,30,27,10,120,0,true,false,1.0,46330692.1539387,27307.499999999935,5212.622655248884,0.9991236548115787,0.19088611755923818
1444,date ('2024-01-01 23:55:00'),50,30,27,10,120,0,true,false,1.0,52658705.9786947,32145.66666666695,5217.19471873771,1.0000000000000007,0.16229853848847425
1445,date ('2024-01-01 23:55:00'),50,30,27,10,120,0,true,false,1.0,59733960.978695065,37563.166666667326,5217.19471873771,1.0000000000000007,0.1388912379255641
1446,date ('2024-01-01 23:55:00'),50,30,27,10,120,0,true,false,0.9634271529940183,56590201.312028416,35156.00000000053,5217.19471873771,1.0000000000000007,0.1484012606308349
1447,date ('2024-01-01 23:55:00'),50,30,27,10,120,0,true,false,0.9545977337182083,57737086.978694856,36034.166666667166,5217.19471873771,1.0000000000000007,0.14478466414942223
1448,date ('2024-01-01 23:55:00'),50,30,27,10,120,0,true,false,0.9940317587011543,49311427.978694186,29582.666666666697,5217.19471873771,1.0000000000000007,0.1763598521230125
1449,date ('2024-01-01 23:55:00'),50,30,27,10,120,0,true,false,0.9820571445094347,60473809.97869523,38129.666666667326,5217.194718737708,1.0000000000000004,0.13682770332997804
1450,date ('2024-01-01 23:55:00'),50,30,27,10,120,2,true,false,0.9733860278739933,59017711.205754876,36983.833333334056,5236.891917562893,0.9953696832787949,0.141599489440777
1451,date ('2024-01-01 23:55:00'),50,30,27,10,120,2,true,false,0.9056620012671416,51224156.20575414,31016.333333333525,5236.891917562893,0.9953696832787949,0.16884303703090392
1452,date ('2024-01-01 23:55:00'),50,30,27,10,120,2,true,false,1.0,58754334.53908814,36782.166666667355,5236.891917562893,0.9953696832787949,0.14237584112489643
1453,date ('2024-01-01 23:55:00'),50,30,27,10,120,2,true,false,0.9572694776219259,52210621.539087504,31771.666666666966,5236.891917562892,0.9953696832787948,0.16482899598896844
1454,date ('2024-01-01 23:55:00'),50,30,27,10,120,2,true,false,1.0,51928090.2057542,31555.333333333576,5236.891917562893,0.9953696832787949,0.16595901118340858
1455,date ('2024-01-01 23:55:00'),50,30,27,10,120,2,true,false,0.9641768081421676,56823078.661615424,35317.333333333925,5228.017567080108,0.9936829462660013,0.14802979369186103
1456,date ('2024-01-01 23:55:00'),50,30,27,10,120,2,true,false,0.9654881008763709,55681137.33020624,34446.50000000045,5225.756465042237,0.9932531813491907,0.15170645682557496
1457,date ('2024-01-01 23:55:00'),50,30,27,10,120,2,true,false,1.0,51466954.99494824,31216.166666666897,5228.017567080106,0.993682946266001,0.16747788486991466
1458,date ('2024-01-01 23:55:00'),50,30,27,10,120,2,true,false,0.9428959287071959,49675680.72217448,29833.833333333474,5234.876064180955,0.9949865324760094,0.17546776526139551
1459,date ('2024-01-01 23:55:00'),50,30,27,10,120,2,true,false,0.9767525388596333,54984230.66161524,33909.33333333379,5228.017567080108,0.9936829462660013,0.15417635951989733
1460,date ('2024-01-01 23:55:00'),50,30,27,10,120,4,true,false,0.9895764188516432,51257332.766146734,31010.83333333354,5256.589116388071,0.9908162723726504,0.1695081541306974
1461,date ('2024-01-01 23:55:00'),50,30,27,10,120,4,true,false,0.9795958450604426,54858410.099480554,33768.166666667115,5256.589116388071,0.9908162723726504,0.15566699750913335
1462,date ('2024-01-01 23:55:00'),50,30,27,10,120,4,true,false,1.0,62235351.09948097,39416.66666666748,5256.589116388071,0.9908162723726504,0.13335955474980032
1463,date ('2024-01-01 23:55:00'),50,30,27,10,120,4,true,false,0.9816427396828435,52162519.6132745,31718.500000000175,5247.303699336408,0.9890660609509756,0.1654335387655904
1464,date ('2024-01-01 23:55:00'),50,30,27,10,120,4,true,false,1.0,48458357.09948001,28867.666666666748,5256.589116388071,0.9908162723726504,0.1820926220704152
1465,date ('2024-01-01 23:55:00'),50,30,27,10,120,4,true,false,1.0,48851027.766146705,29168.333333333398,5256.589116388071,0.9908162723726504,0.1802156145267605
1466,date ('2024-01-01 23:55:00'),50,30,27,10,120,4,true,false,0.995583780536474,42824390.31155325,24696.83333333313,5165.394165391348,0.9736269050081595,0.20915208422367473
1467,date ('2024-01-01 23:55:00'),50,30,27,10,120,4,true,false,1.0,46339372.09947952,27245.16666666659,5256.58911638807,0.9908162723726502,0.19293657406101697
1468,date ('2024-01-01 23:55:00'),50,30,27,10,120,4,true,false,1.0,64757843.97757587,41365.50000000094,5245.518616027656,0.988729589990303,0.12680902239855765
1469,date ('2024-01-01 23:55:00'),50,30,27,10,120,4,true,false,0.9617801514045055,50248660.53537782,30347.16666666679,5187.324321804265,0.9777605276574652,0.17093273908506265
1470,date ('2024-01-01 23:55:00'),50,30,27,10,120,6,true,false,1.0,61820787.32654064,39068.33333333423,5276.286315213253,0.9863378670471844,0.13505276179036213
1471,date ('2024-01-01 23:55:00'),50,30,27,10,120,6,true,false,0.9774394231104904,57597284.01029986,35861.83333333398,5258.807390742552,0.9830703936670913,0.1466407849777839
1472,date ('2024-01-01 23:55:00'),50,30,27,10,120,6,true,false,0.9487526200737959,59244484.659873754,37095.666666667385,5276.286315213253,0.9863378670471844,0.14223457318140886
1473,date ('2024-01-01 23:55:00'),50,30,27,10,120,6,true,false,1.0,54163709.32653961,33205.33333333359,5276.286315213253,0.9863378670471844,0.15889876069747463
1474,date ('2024-01-01 23:55:00'),50,30,27,10,120,6,true,false,0.9867060151613493,50617802.34363242,30517.666666666813,5258.807390742553,0.9830703936670915,0.17232010062179925
1475,date ('2024-01-01 23:55:00'),50,30,27,10,120,6,true,false,0.9860475282277925,54920318.659873374,33784.66666666709,5276.286315213253,0.9863378670471844,0.156173993583278
1476,date ('2024-01-01 23:55:00'),50,30,27,10,120,6,true,false,0.9575656047263276,54817362.32654007,33705.83333333377,5276.286315213254,0.9863378670471846,0.15653926319024455
1477,date ('2024-01-01 23:55:00'),50,30,27,10,120,6,true,false,0.9699782630586172,57427286.34363287,35731.66666666718,5258.807390742553,0.9830703936670915,0.14717498178298835
1478,date ('2024-01-01 23:55:00'),50,30,27,10,120,6,true,false,0.9646946627851332,43354205.97711888,25006.666666666453,5226.484127437364,0.9770279508048608,0.20900363079595075
1479,date ('2024-01-01 23:55:00'),50,30,27,10,120,6,true,false,1.0,57127474.2091348,35484.16666666726,5270.238755067441,0.9852073488723349,0.1485236726728077
1480,date ('2024-01-01 23:55:00'),50,30,27,10,150,0,true,false,1.0,55762193.97336832,32475.666666666984,6521.493398422128,0.9999999999999992,0.2008116866501708
1481,date ('2024-01-01 23:55:00'),50,30,27,10,150,0,true,false,1.0,57876390.306701854,34094.50000000049,6521.493398422128,0.9999999999999992,0.19127699184390548
1482,date ('2024-01-01 23:55:00'),50,30,27,10,150,0,true,false,1.0,62308301.30670232,37488.00000000074,6521.493398422128,0.9999999999999992,0.1739621585153115
1483,date ('2024-01-01 23:55:00'),50,30,27,10,150,0,true,false,1.0,59042430.640035324,34987.33333333387,6521.493398422129,0.9999999999999994,0.18639584035428144
1484,date ('2024-01-01 23:55:00'),50,30,27,10,150,0,true,false,0.9678351379364816,63852772.72643329,38721.83333333414,6488.836046737264,0.9949923507255609,0.167575641134514
1485,date ('2024-01-01 23:55:00'),50,30,27,10,150,0,true,false,1.0,50085491.10909019,28138.00000000001,6515.778319061095,0.9991236548115774,0.2315650834835842
1486,date ('2024-01-01 23:55:00'),50,30,27,10,150,0,true,false,1.0,50556913.30670102,28490.000000000025,6521.493398422128,0.9999999999999992,0.22890464718926365
1487,date ('2024-01-01 23:55:00'),50,30,27,10,150,0,true,false,1.0,57451877.383294836,33801.16666666714,6501.278859586703,0.9969003205860302,0.19233888947383315
1488,date ('2024-01-01 23:55:00'),50,30,27,10,150,0,true,false,1.0,55209364.44242432,32061.33333333365,6515.778319061095,0.9991236548115774,0.20322855108108512
1489,date ('2024-01-01 23:55:00'),50,30,27,10,150,0,true,false,0.9563843473352895,56487052.629066445,33036.66666666705,6517.683079094631,0.999415729021757,0.19728634080601015
1490,date ('2024-01-01 23:55:00'),50,30,27,10,150,2,true,false,0.9807959081282037,58340546.86709469,34419.00000000048,6541.19059724731,0.996289532228186,0.19004592223037334
1491,date ('2024-01-01 23:55:00'),50,30,27,10,150,2,true,false,0.9932178221515824,54104971.2004274,31175.83333333346,6541.19059724731,0.996289532228186,0.20981606256707228
1492,date ('2024-01-01 23:55:00'),50,30,27,10,150,2,true,false,1.0,56636804.95009977,33130.16666666702,6531.173230892321,0.9947637859452126,0.1971367453899191
1493,date ('2024-01-01 23:55:00'),50,30,27,10,150,2,true,false,0.9036505247265462,59277754.61676672,35152.33333333385,6531.173230892319,0.9947637859452122,0.1857962932064886
1494,date ('2024-01-01 23:55:00'),50,30,27,10,150,2,true,false,1.0,51450678.95009925,29159.16666666672,6531.173230892319,0.9947637859452122,0.2239835351110505
1495,date ('2024-01-01 23:55:00'),50,30,27,10,150,2,true,false,0.992396347852119,59923201.20042798,35630.833333333845,6541.19059724731,0.996289532228186,0.1835823073811694
1496,date ('2024-01-01 23:55:00'),50,30,27,10,150,2,true,false,0.9707076670482179,63009496.86709505,37994.00000000074,6541.19059724731,0.996289532228186,0.17216377841888672
1497,date ('2024-01-01 23:55:00'),50,30,27,10,150,2,true,false,0.9494740539242972,46697717.17178579,25576.833333333157,6494.846024948422,0.9892307848074328,0.25393472054587685
