int(self),current_date,self.nb_electrical,self.nb_gasoline,self.nb_activeCS_Cparking,self.nb_activeCS_Jparking,self.policy_prohibit_parking,self.policy_force_moving,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption / 1000,self.monthly_renew_charge / 1000,self.self_consumption,self.self_sufficiency
65,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.6609927505349041,24683615.54825048,14760.166666666646,2641.6322831872244,0.9795743986840686,0.17897035601589154
66,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7515028228768691,17956597.77679913,9599.333333333361,2647.9917570192124,0.9819326291594324,0.27585163105276805
67,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7763902763902769,19311799.883162193,10728.66666666673,2589.5694890981126,0.9602683883289401,0.24136918123700654
68,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8585763473168048,27623805.15622668,17073.833333333227,2601.876764060647,0.9648321921360008,0.15238972486518337
69,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.672665269158664,26322398.443465482,16004.999999999958,2647.991757019212,0.9819326291594322,0.1654477823817069
70,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.6387914731070837,21028183.33719198,11920.3333333334,2667.6889558443904,0.9733345986103691,0.22379315084961626
71,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8130675696852178,23138988.232146244,13574.000000000011,2643.831575799408,0.9646299805629371,0.19477173830848724
72,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.6826243730823884,23089704.33719178,13498.833333333341,2667.6889558443922,0.9733345986103699,0.19762366791039154
73,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8687280058912283,29384049.387001317,18335.166666666508,2656.997748658721,0.9694337983195683,0.1449126586609745
74,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7716514401628908,25689836.741733428,15502.666666666692,2659.453753896272,0.97032989786927,0.17154814788184403
75,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8041224622556002,26188341.515036654,15869.333333333276,2669.037993348092,0.9738268092462079,0.16818841329281436
76,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8514832072083965,19739477.44843449,11058.666666666722,2587.9577591187635,0.9442438261679357,0.23402077638522584
77,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7980967842216155,28120314.226392746,17442.333333333198,2609.3184771724946,0.9520375106180317,0.14959687028718527
78,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7843318683013348,22344553.490733813,13002.000000000044,2620.697002147602,0.9561890860913119,0.20156106769324666
79,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7646075292229138,20370067.565273497,11458.3333333334,2640.9716440247244,0.9635865041336982,0.2304847980239746
80,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8231465911630566,35963104.65068621,21402.333333333063,3912.89603905328,1.0,0.18282567503792402
81,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7198393209843601,20500499.984020345,9562.666666666704,3912.89603905328,1.0,0.40918461088816904
82,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7602078477078472,19303490.198787104,8651.500000000015,3909.4669914366605,0.9991236548115779,0.45188314066192614
83,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.5979399099628105,25626924.532120287,13493.333333333332,3909.4669914366605,0.9991236548115779,0.2897332256499502
84,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8099320227744126,28145475.436767004,15495.33333333329,3862.5850512936154,0.9871422631070367,0.24927408582973104
85,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.6495219828016484,23017101.198787287,11495.000000000076,3909.46699143666,0.9991236548115778,0.3401015216560795
86,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7373205674732383,27743462.57743883,15112.166666666659,3910.609847456783,0.9994157290217578,0.25877228154732623
87,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7711484444308855,25587791.142985,13933.333333333341,3609.9192173345155,0.9225696725149718,0.25908511129195066
88,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8266137594381872,23541303.317353696,11891.00000000007,3912.89603905328,1.0,0.32906366487707156
89,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.6648962722483271,28001946.317353133,15306.49999999994,3912.8960390532798,0.9999999999999999,0.255636235524339
90,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7623637177072292,28559773.145141058,15730.000000000007,3915.2073264069318,0.9894496689295886,0.24890065647850795
91,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.9931728527882373,30977758.544412643,17554.166666666573,3932.593237878459,0.9938434296976368,0.2240261991670627
92,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7096021774962058,21224163.37312934,10098.000000000031,3924.8619032678807,0.9918895698294186,0.38867715421547516
93,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7129181531684898,25423824.039795905,13313.6666666667,3924.861903267881,0.9918895698294188,0.2947994719662405
94,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.6343014196747102,25171500.21107976,13108.33333333339,3932.5932378784587,0.9938434296976367,0.300007112870574
95,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8141010448998411,29059897.544412788,16085.666666666652,3932.59323787846,0.9938434296976371,0.2444781008690012
96,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.5171959149447831,18544904.373129234,8046.500000000001,3924.8619032678807,0.9918895698294186,0.4877725599040428
97,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8872909533214856,19524281.745440926,8790.833333333352,3928.4138988649083,0.9927872287717212,0.44687616633215277
98,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8300531741371422,32906615.062033236,19035.499999999898,3929.7797602245973,0.9931324087219715,0.20644478790809898
99,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8591185743857508,27782749.48538028,15110.333333333312,3930.952083315663,0.9934286777564386,0.26014992499497047
100,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8357103791929992,29624064.55670213,16485.333333333267,3953.18979503944,0.9880472322432174,0.23980041623096024
101,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.6949305745893077,27575066.77147235,14917.833333333336,3952.2904367036404,0.9878224495840098,0.2649372967502188
102,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8849703074703067,25447158.516207874,13344.833333333345,3916.384992455448,0.9788483611513202,0.2934757515984047
103,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.719608165246917,28972643.8808044,16006.83333333327,3940.2568150991056,0.9848148058490334,0.24616091971756568
104,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8284808573779152,32330212.77147199,18558.833333333187,3952.290436703645,0.9878224495840108,0.21296006951067376
105,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.6548797855196001,22959411.62285562,11385.000000000058,3951.424250620841,0.9876059578884198,0.3470728371208451
106,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7310088900997993,26828034.77147244,14345.833333333367,3952.2904367036367,0.9878224495840089,0.2755009308187251
107,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8191264468206527,26500011.104805674,14094.666666666668,3952.290436703639,0.9878224495840096,0.2804103516722854
108,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.577807875884799,20128596.474583797,9291.333333333376,3904.334703717404,0.9758365516879102,0.4202125317913525
109,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.733019799271304,29054600.95274322,16058.166666666584,3947.5363361364866,0.9866342253522574,0.24582733621333946
110,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8170826227644404,25843668.055146948,13586.83333333336,3955.6517269303276,0.9778941569506213,0.29113860675877284
111,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8161326581914822,32489748.958784014,18734.83333333316,3917.971348032136,0.9685790238449012,0.2091276329136727
112,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.6779090820121346,29019388.508866504,16067.33333333332,3924.5084637383966,0.970195093128489,0.244253877250222
113,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.6638348296535502,31992316.055146564,18294.833333333212,3955.6517269303276,0.9778941569506213,0.2162168769104403
114,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.6944624670096161,24180440.84220015,12362.166666666724,3924.5084637383966,0.970195093128489,0.3174612161086955
115,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7146166810288941,23154831.72181376,11528.000000000053,3955.6517269303263,0.977894156950621,0.34313425806126896
116,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.821565330966993,31056131.721813157,17577.999999999873,3955.6517269303276,0.9778941569506213,0.22503423181990875
117,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7333574504376031,28364901.055146553,15517.33333333328,3955.6517269303276,0.9778941569506213,0.25491826733096373
118,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7605614926698285,30845430.388480034,17416.666666666628,3955.6517269303276,0.9778941569506213,0.22711875944097626
119,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.6530425864984692,24491191.176377103,12523.500000000055,3973.3366730325224,0.9822661306867275,0.31727046536770914
120,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.980268777024502,32992168.978693068,17081.166666666566,5217.194718737711,1.0000000000000007,0.3054355021849254
121,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7497763425019812,36092830.64535983,19455.333333333205,5217.194718737711,1.0000000000000009,0.2681627001372929
122,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.6343812451580751,31754298.64535991,16133.33333333328,5217.19471873771,1.0000000000000007,0.3233798379382889
123,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.772948424046196,31220571.48727134,15731.833333333283,5212.6226552488815,0.9991236548115782,0.33134235182902383
124,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7142771350786604,27510567.360134214,12989.166666666695,5150.113401724825,0.9871422631070376,0.396492980180264
125,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7296443324398678,31797396.645360008,16166.333333333314,5217.19471873771,1.0000000000000007,0.32271972940087734
126,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8035602849478012,29497864.0268007,14510.833333333328,5150.113401724825,0.9871422631070376,0.35491506817146906
127,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7463327250091959,33066393.31202656,17137.999999999956,5217.194718737708,1.0000000000000004,0.30442261166633927
128,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8062702800708864,34896579.446718775,18549.666666666526,5210.630281463798,0.9987417687803883,0.280901558777184
129,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7066755228821268,28316245.15393829,13508.000000000018,5212.622655248888,0.9991236548115794,0.3858915202286705
130,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.6149035366343059,23973385.026245616,10277.666666666735,5152.0834681529395,0.9792502443525406,0.501289216244242
131,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8274614402828563,30496750.603554312,15223.999999999975,5183.051864431989,0.9851363698027437,0.3404526973483971
132,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7037612387612389,26180483.331413545,11843.333333333389,5231.311207782671,0.9943089645521433,0.44170936176042613
133,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7767723794441369,30756488.66161362,15352.333333333314,5228.017567080108,0.9936829462660013,0.34053569926917393
134,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.9812500000000011,24123214.2057532,10259.333333333383,5236.8919175628835,0.9953696832787933,0.5104514832896412
135,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.6291432486088963,26723371.094351694,12859.000000000018,4848.89397804702,0.9216233863820534,0.3770817309314109
136,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7310856658184886,28781206.359578654,13959.000000000002,5152.083468152939,0.9792502443525403,0.3690868592415601
137,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7397675479736555,26505575.87241984,12083.500000000047,5236.891917562891,0.9953696832787947,0.43339197397797585
138,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.6489867956471013,29570322.539086245,14430.166666666655,5236.891917562893,0.9953696832787949,0.3629127811572675
139,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8374763810188893,34150682.20575244,17937.333333333198,5236.8919175628935,0.9953696832787953,0.2919548753565896
140,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7397340572913069,28396691.37274036,13581.333333333345,5205.142365092104,0.9811190567036848,0.3832570954073311
141,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.9038253494871139,32069662.432812087,16312.999999999933,5256.5891163880715,0.9908162723726506,0.3222331340886467
142,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.6356848991346665,27927704.185495086,13304.500000000042,5152.705637951023,0.9712352401505951,0.3872904384194075
143,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.6704159302236236,22431809.502622735,8954.000000000027,5243.412478911331,0.9883326034881248,0.5855944247164747
144,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.89871259621484,35303745.5026221,18809.99999999985,5243.412478911328,0.9883326034881244,0.27875664428024294
145,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.740039794810786,25781481.83595621,11518.833333333396,5243.4124789113275,0.9883326034881241,0.4552034331235483
146,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8304837655982676,31641076.766145494,15984.83333333328,5256.589116388071,0.9908162723726504,0.32884854078687636
147,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8873344699007029,37887892.43281198,20767.999999999807,5256.58911638807,0.9908162723726501,0.25311003064272525
148,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7485010474233639,28552286.311553597,13762.833333333374,5165.394165391349,0.9736269050081597,0.375314736456253
149,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8600744127667191,29747159.099479035,14534.666666666653,5256.589116388071,0.9908162723726504,0.3616587319778971
150,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7435271670902566,31814447.2386225,16190.166666666597,5210.325153061454,0.9740072261194604,0.3218203530781942
151,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.6057963831040751,23520657.056000173,10037.500000000035,5084.2111872458345,0.950431746584019,0.5065216624902432
152,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7346953301151757,30040007.491040464,14862.83333333332,5190.343496522183,0.9702718972700409,0.3492162887194359
153,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.761048598981091,37691212.993204564,20586.499999999764,5276.286315213253,0.9863378670471844,0.25629836617265256
154,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.6731208401188002,28877772.67696468,13865.499999999982,5258.807390742553,0.9830703936670915,0.37927282757510083
155,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.847275389007539,28777210.676964793,13788.500000000005,5258.807390742553,0.9830703936670915,0.3813908250166843
156,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.6141403549800496,19911159.531210538,8867.833333333367,4068.1482989476604,0.7604910871584287,0.45875335564278885
157,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.5440561430115489,27785051.385463685,13051.500000000027,5244.3431196340935,0.9803664732463261,0.40181918703858427
158,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.7134033905026287,27268780.676964864,12633.50000000002,5258.807390742553,0.9830703936670915,0.41625894571912336
159,date ('2024-01-01 23:55:00'),30,30,6,10,true,false,0.8799284261116297,27788250.326538786,13003.833333333387,5276.286315213253,0.9863378670471844,0.4057485342947514
160,date ('2024-01-01 23:55:00'),30,30,9,10,true,false,0.8882481055897345,29082220.9946731,20227.166666666482,1304.2986796844268,1.0000000000000002,0.0644825200275754
161,date ('2024-01-01 23:55:00'),30,30,9,10,true,false,0.7553680119925069,20370794.590033498,13583.166666666692,1287.5283504312051,0.987142263107037,0.09478852627133115
162,date ('2024-01-01 23:55:00'),30,30,9,10,true,false,0.746316603512974,27815618.661339827,19257.333333333216,1304.2986796844266,1.0,0.0677299736732899
163,date ('2024-01-01 23:55:00'),30,30,9,10,true,false,0.6445911737900905,23695023.28848447,16103.999999999978,1303.1556638122204,0.999123654811578,0.08092124092226913
164,date ('2024-01-01 23:55:00'),30,30,9,10,true,false,0.8855293467945019,23225149.946504958,15761.166666666622,1292.3538050293132,0.990841917697867,0.08199607505975554
165,date ('2024-01-01 23:55:00'),30,30,9,10,true,false,0.8505145586589229,25083684.32800644,17165.499999999865,1304.2986796844266,1.0,0.07598372780777937
