int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_solar,self.nb_wind,self.off_grid_C,self.off_grid_J,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.off_grid_C,self.off_grid_J,self.metric
39,50,12,180,4,false,false,0.7393775228781023,46918983.730906405,23664666.66666632,7818933.982873307,0.9991236548115762,0.3304054138183546,48.641292255796934,0.25894308069124794,false,false,1.262644934624034
40,50,6,210,4,false,false,0.5240975393812661,45649910.96271287,20634166.666666463,9130090.757790998,1.0000000000000009,0.44247441175030516,57.209312021072094,0.20409952098305575,false,false,1.082176589764566
41,50,6,210,4,false,false,0.6151938126225408,42245027.058474846,18083999.999999914,9093796.839991132,0.9960248020788964,0.5028642357880544,61.820294170603034,0.17956277807335436,false,false,1.1970479793263387
42,50,6,210,4,false,false,0.6338910229720517,44730486.96271305,19930166.666666485,9130090.75779098,0.9999999999999991,0.45810408465179575,58.38523515688545,0.1975404140069177,false,false,1.197914704700406
43,50,6,210,4,false,false,0.5983278519341799,42704880.96271328,18379166.66666655,9130090.757790986,0.9999999999999997,0.49676304281792133,61.15460202968964,0.182914043293129,false,false,1.178652329481646
44,50,6,210,4,false,false,0.5352945088338907,43791908.29604631,19211499.999999803,9130090.75779098,0.9999999999999991,0.47524091079775527,59.63658816475428,0.1907919153079769,false,false,1.106279152780072
45,50,6,210,4,false,false,0.5864516955726974,41031241.962713316,17097666.666666545,9130090.75779098,0.999999999999999,0.5339963011204869,63.64906044943174,0.170668968238594,false,false,1.184317704707681
46,50,6,210,4,false,false,0.5477046794338537,39800554.62938027,16155333.333333284,9130090.75779099,1.0000000000000002,0.5651440653937411,65.61717604990734,0.1615889789609915,false,false,1.161408910709838
47,50,6,210,4,false,false,0.4969054791872587,36492558.49403077,13711500.0,9073307.057441402,0.9937805984785933,0.6617297201211686,71.56527543628351,0.13697945640113138,false,false,1.1632687116853249
48,50,6,210,4,false,false,0.529435197590104,42632612.326430514,18512999.999999825,9009517.32215609,0.9867938404082117,0.48665895976644385,61.25826820095921,0.1823880787628261,false,false,1.1011504441660853
49,50,6,210,4,false,false,0.49072686947230615,38814494.198425375,15418333.333333295,9118602.992561636,0.998741768780387,0.591413014326775,67.28414356371923,0.15427724732392725,false,false,1.1181345282576534
50,50,9,180,4,false,false,0.6244108676444984,43597544.73838323,21171333.333333038,7786603.256084717,0.9949923507255607,0.367789932428354,52.34698453077688,0.23361451270955136,false,false,1.1522573262967328
51,50,9,180,4,false,false,0.5078996864267705,30239522.37265566,11500500.00000009,7431349.945984379,0.949597161771564,0.646176248509571,75.47076874678743,0.1228968070311245,false,false,1.1477374922655519
52,50,9,180,4,false,false,0.7045447605788606,41810262.63470622,19741333.333333146,7825792.078106558,0.9999999999999997,0.39641659182628486,54.58468462490766,0.21953551948507946,false,false,1.241213553524968
53,50,9,180,4,false,false,0.6811915811793526,47786518.63470637,24317333.333333097,7825792.078106548,0.9999999999999983,0.32181950096391976,47.75823946175658,0.2653733005790095,false,false,1.204020482529498
54,50,9,180,4,false,false,0.6117361859703762,37056563.18495789,16367999.999999972,7655891.5820520595,0.9782896741494301,0.46773531170894866,61.58693100083273,0.18073054052413887,false,false,1.166654975861674
55,50,9,180,4,false,false,0.6619028333228995,44561351.634706125,21847833.33333309,7825792.078106556,0.9999999999999993,0.3581953394969742,51.21478402873519,0.24107844761378203,false,false,1.1895375525342609
56,50,9,180,4,false,false,0.6952831360330624,38594411.206867345,17436833.333333194,7725170.102587216,0.9871422631070349,0.44303744578548915,59.13291403170607,0.19348003592966226,false,false,1.243193128591116
57,50,9,180,4,false,false,0.5622432694322147,40654113.397573635,18866833.33333322,7818933.982873309,0.9991236548115765,0.41442746881423437,56.13700089044886,0.21027036249653897,false,false,1.104055606980141
58,50,9,180,4,false,false,0.4931048054440987,35125597.7309074,14633666.66666666,7818933.982873319,0.9991236548115777,0.5343113357012361,64.97255982613122,0.16450845227205746,false,false,1.085062326277145
59,50,9,180,4,false,false,0.6887197333392124,33802017.422985576,13999333.333333312,7577283.922068786,0.968244983567478,0.5412603401639696,67.51668018631605,0.15328392804205407,false,false,1.2750119335124424
60,50,6,180,4,false,false,0.738058884266904,44457414.73090664,21778166.66666642,7818933.982873309,0.9991236548115765,0.3590262717036205,51.334518973129185,0.24027795970359483,false,false,1.2655578613333953
61,50,6,180,4,false,false,0.5851292156697467,35488365.767154425,14992999.999999974,7766410.167799493,0.992412025554168,0.5180024123123795,64.3083994054256,0.16757162152258037,false,false,1.1671027670422307
62,50,6,180,4,false,false,0.6104363536673534,35518429.77202678,15592499.99999993,7398970.9315245105,0.9454596873617273,0.4745211435962511,64.25396659278532,0.1678251852457021,false,false,1.1578784537900564
63,50,6,180,4,false,false,0.549028512452012,42038824.301372856,19915499.9999998,7825792.078106548,0.9999999999999983,0.39294981688165637,54.287912136626296,0.22135278027378907,false,false,1.0847411462311263
64,50,6,180,4,false,false,0.41915304708870554,40944927.73090665,19088666.666666485,7818933.982873305,0.9991236548115758,0.40961132170258335,55.73828375028041,0.2126121511482296,false,false,0.9594542555990019
65,50,6,180,4,false,false,0.6496236866480768,41804179.63470606,19735833.333333097,7825792.078106558,0.9999999999999997,0.3965270655629769,54.59262733875789,0.21948708849987303,false,false,1.1863324275983314
66,50,6,180,4,false,false,0.6023555935469223,36208622.634706825,15451333.333333284,7825792.0781065505,0.9999999999999987,0.5064800499270771,63.02918570043747,0.1736331195904947,false,false,1.1811727530790788
67,50,6,180,4,false,false,0.5481904529564673,39709451.73090681,18142666.666666508,7818933.982873311,0.9991236548115767,0.43096938981076166,57.472463116979014,0.20261304347611328,false,false,1.0955790082811898
68,50,6,180,4,false,false,0.4758847237567244,40420254.96803987,18676166.66666657,7825792.078106557,0.9999999999999996,0.4190256072234629,56.46179129262114,0.2083818444913185,false,false,1.0194870540268133
69,50,6,180,4,false,false,0.6086239903596118,43439509.30137263,20987999.999999713,7825792.078106548,0.9999999999999983,0.3728698341007554,52.5374258757542,0.23238194624508487,false,false,1.1393018038853011
70,50,6,150,4,false,false,0.5010151166286085,37460426.97336624,18456166.666666508,6521493.3984221285,0.9999999999999994,0.35335037422481286,52.12967811040727,0.23502894218718776,false,false,1.0187243581956467
71,50,6,150,4,false,false,0.6174148857879015,34872152.64003344,16474333.333333295,6521493.398422128,0.9999999999999992,0.3958578029513875,55.998837242934464,0.21107890527789397,false,false,1.1451800334269056
72,50,6,150,4,false,false,0.8334992566339882,40769395.64003288,20989833.333333097,6521493.3984221285,0.9999999999999994,0.31069772183782,47.89867422225112,0.26434010501083366,false,false,1.3463975391150778
73,50,6,150,4,false,false,0.5276796189653936,31646985.64003364,14004833.33333334,6521493.3984221285,0.9999999999999994,0.46566019339195697,61.70571890201433,0.18013517327611983,false,false,1.0803429469550792
74,50,6,150,4,false,false,0.636378241185741,33340040.775756143,15310166.666666655,6515778.319061098,0.9991236548115777,0.4255850678129632,58.57221390742918,0.19651707773172464,false,false,1.1733633731678363
75,50,6,150,4,false,false,0.6199242942065915,37465477.10908889,18468999.999999855,6515778.319061102,0.9991236548115785,0.3527954041399726,52.12265132281641,0.2350748216216803,false,false,1.13723543914025
76,50,6,150,4,false,false,0.4899591420197649,35291422.44242245,16804333.333333243,6515778.319061098,0.9991236548115777,0.3877439342467895,55.33355883248885,0.21501589982756986,false,false,1.0151701892447664
77,50,6,150,4,false,false,0.5272112869749431,32106697.640033588,14356833.333333327,6521493.398422131,0.9999999999999998,0.45424316400474574,60.82220046091159,0.1846107788418806,false,false,1.0752165970206202
78,50,6,150,4,false,false,0.6896647558158886,39062235.973366335,19682666.666666497,6521493.398422131,0.9999999999999998,0.331331801166281,49.99201790013942,0.2494075025245981,false,false,1.2041376992735116
79,50,6,150,4,false,false,0.5003603587473485,36524242.64003303,17739333.333333205,6521493.398422128,0.9999999999999992,0.36762900137672444,53.46585880632607,0.22646548163845454,false,false,1.0209290414871826
