int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_solar,self.nb_wind,self.off_grid_C,self.off_grid_J,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.off_grid_C,self.off_grid_J,self.metric
126,30,12,150,4,false,false,0.6745061989292758,28151714.775756493,11339166.666666752,6515778.319061096,0.9991236548115775,0.5746258530810066,69.36700004085361,0.14560451817986017,false,false,1.2798113995739413
127,30,12,150,4,false,false,0.9010994306795843,32980823.64003354,15027833.333333313,6521493.3984221285,0.9999999999999994,0.43396098783959564,59.210164710065264,0.1930653015119452,false,false,1.441333522463206
128,30,12,150,4,false,false,0.8727351211129819,30301564.640033796,12976333.333333375,6521493.398422128,0.9999999999999992,0.5025682703194615,64.44551702851678,0.16693458484928148,false,false,1.4417243222178326
129,30,12,150,4,false,false,0.8314892902934689,33186736.306700274,15185500.000000007,6521493.398422135,1.0000000000000004,0.4294552960667829,58.842785321006005,0.19504561699430537,false,false,1.3700991441412005
130,30,9,180,4,false,false,0.6272806118929055,41647761.7309065,19627666.666666444,7818933.982873311,0.9991236548115767,0.39836288824652616,54.79766271104062,0.21824056890836618,false,false,1.1642114913984927
131,30,9,180,4,false,false,0.8418460767641269,36451744.63470672,15638333.333333252,7825792.078106545,0.999999999999998,0.5004236648048547,62.60880028845187,0.1756725828266545,false,false,1.4178575914346652
132,30,9,180,4,false,false,0.8269068894068877,41302663.968039595,19352666.666666485,7825792.078106548,0.9999999999999983,0.40437797089668714,55.25551576445502,0.21548253045430593,false,false,1.3658917965785435
133,30,9,180,4,false,false,0.5889401890908521,37005149.39757386,16072833.333333276,7818933.982873315,0.9991236548115772,0.48646892683555126,61.67249794023602,0.18030147954580283,false,false,1.158416810105096
134,30,9,180,4,false,false,0.8955590488730403,46215835.968039304,23114666.666666336,7825792.078106554,0.9999999999999992,0.3385639166232118,49.38134196205522,0.25367434435918185,false,false,1.4200845265307915
135,30,9,180,4,false,false,0.7948637165857638,35226159.730907366,14710666.666666646,7818933.982873316,0.9991236548115774,0.5315145914216437,64.78707918869743,0.1653582265290821,false,false,1.3854336162521608
136,30,9,180,4,false,false,0.7812557671336303,30849637.406188417,11370333.333333403,7812078.447789892,0.9982476367657359,0.6870579972258078,73.97817906093742,0.1280993148871738,false,false,1.4590014798014503
137,30,9,180,4,false,false,0.7288760446259333,31948003.634707242,12189833.3333334,7825792.078106545,0.999999999999998,0.6419933615258483,71.43482347424971,0.1374767245694967,false,false,1.3799474584161087
138,30,9,180,4,false,false,0.6551139632772341,35757701.73090737,15117666.666666647,7818933.982873312,0.9991236548115768,0.5172050790161613,63.8240124372246,0.16984156715823873,false,false,1.238719593648402
