int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_solar,self.nb_wind,self.off_grid_C,self.off_grid_J,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.off_grid_C,self.off_grid_J,self.metric
84,10,15,120,4,false,false,1.0,19185271.0742705,6634833.3333333265,5138772.770914526,0.9849685602989809,0.7745142210426584,84.6169957002668,0.09532414879476325,false,false,1.7149355256288903
85,10,15,120,4,false,false,1.0,16173051.668440875,5252499.999999982,4549757.60620186,0.872069733157797,0.8662080164115897,100.37685115220435,0.06152904954670742,false,false,1.7544954626759792
86,10,15,120,4,false,false,1.0,16299835.916594679,4981166.666666652,4784577.314101874,0.917078539721342,0.9605334722324532,99.59609460529813,0.06287804744161349,false,false,1.831304825227576
87,10,15,120,4,false,false,1.0,18038053.526214607,5908833.333333312,5041622.1862118235,0.9663473299366594,0.8532347930293926,89.99862416644464,0.08208813577538723,false,false,1.7646759701989014
88,10,15,120,4,false,false,1.0,22975766.978693724,9414166.66666671,5217194.718737714,1.0000000000000013,0.5541855061065086,70.65705364723792,0.1404791872482636,false,false,1.5838275921334706
89,10,15,120,4,false,false,0.8403846153846154,13214890.402212001,4033333.3333333298,3883125.2979723513,0.7442937262866562,0.9627583383402533,122.84627042599338,0.03296211521716198,false,false,1.64355340127398
90,10,12,150,4,false,false,0.9141242937853103,20361534.06715609,6191166.666666643,5995088.856591597,0.9192815955379334,0.9683294247058907,95.90632972738231,0.06966447923984456,false,false,1.7584523127898675
91,10,12,150,4,false,false,0.7138440860215058,6419554.16666667,1915833.3333333342,1915833.3333333319,0.29377218012623696,0.9999999999999988,304.19557952168265,0.00021392668203996,false,false,1.5140580127035448
92,10,12,150,4,false,false,1.0,20637532.014289174,7316833.33333334,5412305.684540021,0.8299181420392946,0.7397060228067721,94.62371753792581,0.07219123796482535,false,false,1.663956056210243
93,10,12,150,4,false,false,0.7546528535078149,14832035.960551118,4852833.333333318,4149488.674418989,0.6362789043722643,0.8550651525402346,131.66095370816774,0.02580340770684888,false,false,1.4645083832468515
94,10,12,150,4,false,false,0.7087422755361688,10700534.166666659,3191833.333333331,3191833.333333334,0.4894328857414154,1.000000000000001,182.49556233212982,0.00628668624685017,false,false,1.51502896178302
95,10,12,150,4,false,false,1.0,13919295.032825619,4559499.999999989,3890997.9011675594,0.5966421590044056,0.8533825860659214,140.29446142169897,0.02030134025246263,false,false,1.7030074091051999
96,10,12,150,4,false,false,0.9505649717514114,17224890.53956134,5591666.666666646,4846383.8650860945,0.7431401933579618,0.8667154453209144,113.37082203889183,0.04288687254833806,false,false,1.686824200556481
97,10,12,150,4,false,false,0.7839438339438357,25816145.694851115,9619500.00000004,6472008.473166251,0.9924120255541692,0.6728009224144939,75.6425851899912,0.122311657499925,false,false,1.4444962293753558
98,10,12,150,4,false,false,1.0,12238242.499999994,3650166.6666666646,3650166.666666667,0.5597133116089362,1.0000000000000007,159.56539511290129,0.01188626096674831,false,false,1.811886260966749
99,10,12,150,4,false,false,0.8620865139949107,18733522.499999925,5586166.666666645,5586166.666666668,0.8565778304733445,1.0000000000000042,104.24094027164446,0.05526686843108357,false,false,1.7173533824259977
100,10,12,120,4,false,false,0.7340336134453781,14065039.999999993,4194666.666666664,4194666.666666666,0.8040080719244382,1.0000000000000004,115.42093019287545,0.04051281440708013,false,false,1.5745464278524586
101,10,12,120,4,false,false,1.0,15082372.31469848,4819833.333333321,4292697.241596807,0.822797973435697,0.8906318838680765,107.63558716939512,0.0502936012663996,false,false,1.762799108360861
102,10,12,120,4,false,false,0.8712820512820486,20637603.3120269,7623000.000000001,5217194.71873771,1.0000000000000007,0.6844017734143656,78.6622349240494,0.1124707511157017,false,false,1.5312742211292427
103,10,12,120,4,false,false,1.0,17534594.00040859,5615499.9999999795,4982341.467581912,0.9549847640701787,0.8872480576229953,92.58269680850162,0.07640236880311559,false,false,1.7862008149015118
